id,body,y,dataset
11,"""Russian Rambo"", hero of Kremlin's Syria campaign, buried with pomp

A special forces officer killed in Syria, nicknamed the Russian Rambo by state media, was buried on Friday in a blaze of publicity and pomp, with the Kremlin allowing blanket TV coverage as an exception for 25-year-old Alexander Prokhorenko.

The senior lieutenant - whose media nickname refers to John Rambo, a fictional Vietnam veteran - had called in a strike on himself in March near Palmyra after being encircled by Islamist fighters, his commanders say.

Russia has been keen to stress its role in helping the army in Syria retake the ancient Syrian city by providing air strikes guided by special forces troops like Prokhorenko but has at times been reluctant to admit its military losses there.

It staged a concert in the city's Roman amphitheatre on Thursday evening to underscore its involvement.

A school and a street are due to be named in Prokhorenko's honor and President Vladimir Putin posthumously gave him the Hero of Russia award, the country's highest military medal for his ""courage and heroism"".

It took weeks to retrieve and identify Prokhorenko's body, and he was buried in his home village of Gorodki, about 1,200 km (750 miles) east of Moscow.

""Kurdish militia squads took part in getting Alexander Prokhorenko's body out,"" a representative of the Syrian Kurds in Russia, Farkhad Patiev, told state TV at the funeral.

""What he did was a great heroic deed. We need to always remember this.""

State TV showed a black coffin draped in a Russian flag with an officer's cap perched on top being carried by eight soldiers in full uniform with a guard of honor of five more servicemen.

Army generals and Russian Defence Minister Sergei Shoigu had paid their respects on Thursday, meeting Prokhorenko's parents at a Moscow airport before their son's body was flown to Gorodki.

Prokhorenko, one of eight Russian soldiers whose death in Syria has been publicly admitted by the Russian government, served in the Special Operations Forces, a military unit extensively trained for clandestine missions abroad.

Russia denies it has boots on the ground in Syria. It says Prokhorenko was directing Russian air strikes against Islamic State forces. Another officer from the unit, Fyodor Zhuravlyov, was killed in Syria in late November but his death was kept secret for four months.

""He made the only right decision - a strike on himself,"" a villager watching the funeral procession told reporters.",high,test
12,"Anthony Joshua DENIES dating Geordie Shore's Chantelle Connelly and ""doesn't remember meeting her""

Chantelle claimed the boxer had asked for her number at an event

Anthony Joshua has denied that he is dating Chantelle Connelly.

Geordie Shore star Chantelle recently revealed she was seeing the boxer, though he has since denied ever meeting her in the first place.

Chantelle had claimed they met each other at a boxing event, where he asked for her number.

The reality star had told: ""Everyone knows how much I'm in love with Anthony Joshua. I met him at this boxing thing. He's absolutely beautiful. We swapped numbers - well, he asked for my number.""

Joshua has a 7 month old son with his on-off girlfriend Nicole and the proud dad recently shared a Twitter snap of the baby after winning the IBF world heavyweight title.

""Achieved one of my goals as a professional boxer! Now the dust has settled it's time to relax with my lil champ JJ,"" he wrote.

Chantelle later said: ""When I found out he had a baby I felt like he'd cheated on me.""

But Anthony's reps told: ""Anthony is 100 per cent not dating Chantelle and does not even remember meeting her.""

The boxer also appeared to confirm he was single while responding to comments about his manhood from fellow boxer Tyson Fury.

The 26 year old said: ""Fury has got a woman, I haven't, so there's no competition over our manhood. He should be settled down with his wife, not worrying about anyone else's manhood.""

""I like to separate things and focus on training and fighting. That's what is important.""",uncertain,test
13,"Bosses take bigger share of top British firms' profits

Chief executives at Britain's largest companies had a pay cut last year. But profits fell further, ensuring a decade-long trend of bosses taking a rising share of corporate profits continued.

The average pay for chief executives of a company in the blue chip FTSE 100 index was 5.23 million pounds ($7.6 million)last year, down from 5.36 million in 2014, a Reuters examination of corporate filings shows.

However, FTSE 100 profits fell over 40 percent, helping to lift CEOs' earnings to the equivalent of 0.58 percent of their companies' total profits for the year, from 0.32 percent in 2014.

This represents a leap over the past decade. In 2005, CEO compensation, including pensions and share awards, was just 0.1 percent of pre-tax earnings, the Reuters analysis of annual reports over the period shows.

Rapid growth in executive pay has long drawn criticism from some politicians and media headlines denouncing corporate ""fat cats"". Now shareholders are increasingly raising their concerns, notably over a bumper deal for BP Plc's (BP.L) boss Bob Dudley as the oil giant reported its biggest ever annual loss.

Measured against share prices, the balance of gains and losses has also tipped in CEOs' favor.

The FTSE 100 index dropped around five percent last year but CEO pay at the component stocks fell only 2 percent. Between 2005 and the end of 2015, the index gained almost 30 percent, while CEO pay doubled at the 87 current FTSE companies where comparable data is available.

Executive pay consultants say UK packages are well above continental European levels but fall short of those in the United States.

Most companies deny there is a problem with pay. They say they have responded to investors' demands to link packages to performance, limiting fixed payouts including pension contributions. Any apparent lack of correlation with profits or share price is often due to market spikes, broader economic trends or one-off events, they say.

INVESTOR ANGER

In recent weeks, investors have expressed their anger at annual general meetings.

Over half of BP shareholders voted against Dudley's $20 million pay deal for 2015, a year when the company lost $6.5 billion. The vote was not binding but the company said it will consult investors on future pay deals.

BP said Dudley's pay partly reflected the fact that he hit targets including safety goals, while the loss reflected low oil prices and legal settlements related to the 2010 Gulf of Mexico oil spill, which occurred before he became CEO.

Pay campaigners and governance groups have also criticized a 70 million pound package for WPP chief Martin Sorrell before the world's biggest advertising company holds its AGM next month.

WPP said the payout was linked to a share plan which required Sorrell to agree not to sell some of his shares in the company for five years. This exposed him to considerable financial risk, a spokesman said.

Some pay experts say the Reuters data shows a fundamental shift in value from investors to bosses.

""Shareholders really need to be concerned,"" said David Pitt-Watson, Executive Fellow of Finance at the London Business School and an adviser to insurer Aviva.

""If you're getting statistics where you're seeing a hugely greater proportion of the profits of a company going out to one individual ... then that's something that needs to give you a greater worry,"" added Pitt-Watson, who was previously a board member of Hermes Fund Managers.

NO BACK-SCRATCHING

The recent voting against pay plans is not new. During the ""shareholder spring"" of 2012, investors - who had historically used their advisory votes to back management overwhelmingly on the issue - voted in large numbers against remuneration schemes. This prompted some companies to amend their policies.

CEO pay is usually set by a company's remuneration committee, which typically comprises three non-executive directors.

Critics say such ""remcos"" are often made up of people with links to the CEO, sitting or former CEOs of other companies, or others who are predisposed to pay bosses a lot of money.

Louise Patten, head of the remuneration committee at FTSE 100-listed shopping center operator Intu Properties (INTUP.L), denied she and her peers were ""old chums, back-scratching"" the CEO.

""There are some outliers but I think, generally speaking, the system works. Remcos think about remuneration a lot and whether we have the right strategic drivers,"" she told Reuters on the sidelines of Intu's AGM.

Patten said the aim was to ensure alignment between remuneration and shareholder returns so that bosses had a strong incentive to do their job well. The proportion of profits that went to the CEO wasn't usually a focus for remuneration committees, with other measures such as relative performance against peers or share price being more important.

But even some company insiders question whether the split of rewards is fair.

""A lot of shareholders have got concerns about the direction of travel of executive pay. I share those concerns in some measure,"" Philip Hampton, chairman of GlaxoSmithKline (GSK.L), told the drugmaker's AGM this week.

""Sometimes, maybe even frequently, it is not easy to see the linkage between the shareholder experience and the executive remuneration,"" said Hampton, a past chairman of the Royal Bank of Scotland and retailer J Sainsbury Plc.

SHARE AWARDS

Not every element of remuneration has risen over the years. While seven figure pension contributions were common in 2005, the abolition of defined benefit plans and the introduction of caps has reduced the cost to shareholders of executive pensions.

Yet the expansion of share-based rewards has more than made up for this and largely explained the doubling of pay in a decade.

Some corporate leaders say CEOs may also be effectively charging more for their services because shareholders have been given a greater ability to get rid of them.

But some politicians and campaigners say shareholders are to blame for failing to hold companies to account.

Fund managers say it is hard to assess whether shareholders are getting value for money from a CEO. Profits can be erratic and executive windfalls can be generated by actions taken a few years earlier.

""To analyze it is very, very difficult and has so many elements and legs to it that it's not straight-forward,"" said Aidan Farrell, small-cap equities fund manager at Eaton Vance.

Last year was the first year for which companies were obliged to publish a single figure for total CEO pay. Previously, companies reported pension contributions and share awards separately and in their annual reports discouraged investors from including the value of pensions in CEO remuneration calculations.

Current reporting rules force companies to include pension and share payments.",high,test
14,"France demands investigation into attack against Syrian refugee camp

France on Friday called for ""an impartial and independent"" investigation into the attack on a Syrian camp for internally displaced people near the Turkish border, the French Foreign Ministry said.

In a statement, the ministry condemned the ""revolting and unacceptable act.""

Thursday's attack came after the extension of a truce, killing some 30 people, including women and children.

""Those who are responsible will have to be brought to justice,"" the French ministry added.",high,test
15,"Colombia to send jets against criminal gangs

The Colombian government says it will launch air raids against gangs involved in drug trafficking and illegal mining.

Defence Minister Luis Carlos Villegas said the full force of the state, including the military, would be used to fight them.

The gangs emerged from right-wing paramilitary squads disbanded under the last government of Alvaro Uribe, in office until five years ago.

Officials say there are three criminal gangs with about 3,000 members.

Air raids against left-wing Farc - country's largest rebel group - are currently suspended, as peace talks continue in an effort to end five decades of conflict.

""This will allow the application of the entire force of the state, without exception, against organised armed groups, against powerful mafias,"" Mr Villegas said.

The new strategy specifically targets three groups - the Clan Usuga, Los Pelusos and Los Puntilleros.

Clan Usuga, is the largest and is accused of trafficking cocaine to Central America and on to the US.

The Los Pelusos gang has strong links with the powerful Sinaloa Cartel in Mexico. Los Puntilleros are involved in trafficking in Colombia's Catatumbo region.

Analysts say the decision to militarise the fight against organised crime marks a sharp turn in strategy as the government is nearing a peace deal with the Farc.

Air raids have been the most powerful military strategy against guerrilla groups and led to the deaths of many of their most feared commanders.

President Juan Manuel Santos said earlier this week that the US was providing intelligence to help fight criminal gangs.",high,test
16,"Ex-schools mental health champion criticises axing of role

The government's decision to axe her role silences young people and teachers, the former mental health champion for schools in England says.

Natasha Devon told that she had wanted to give young people a voice at government level.

The loss of her role came after she had used a head teachers' conference to stress the level of mental strain being put on pupils by rigorous testing.

But the Department for Education denied the role was cut to silence criticism.

It said an ""independent NHS task force report"" published in February had ""recommended that a cross-government mental health champion be created"", which had forced it to reconsider Ms Devon's role.

""Mental health crisis""

Ms Devon, who took up the post last August, told: ""When I first took the role, I said to the department what I want to do is... bring the concerns of young people and the people who teach them to government level.

""So it's not actually me that's being silenced, it's young people and teachers.

""I think the government knows that young people don't vote, or if they do they are very unlikely to vote Tory, and they have historically ignored their needs and the price they have paid is now we have seen a crisis in their mental health.""

Ms Devon, who was made a MBE in 2015 for her work helping young people conquer mental health and body image issues, said she had not been paid for the role as it was important she remained independent and objective.

She warned the new, paid mental-health champion could ""be paid effectively to toe the party line"".

She said she hoped the new champion would be a ""positive force for good"", but she was ""sceptical"".

""Great job""

In a statement, the Department for Education said: ""Natasha has done a great job of helping us to raise the profile of young people's mental health since her appointment last year.

""We have asked Natasha and others who have been involved in our work to empower schools and young people to promote good mental health to continue to work with us as we prepare to launch our activity later this year.""

The government says it is putting $1.4bn into children's mental health with separate money allocated by the Department for Education for peer support schemes in schools.",high,test
17,"News Corp reports $149m quarterly loss

Media giant News Corp has reported a net loss of $149m for the three months to March. That compares with a profit of $23m in the same quarter last year.

The group suffered as a result of a one off legal charge of $280m at its News America Marketing business.

Revenue also fell - by 7.3% to $1.89bn.

News Corp, controlled by Rupert Murdoch, gets over half its revenue from outside the US and it blamed ""currency headwinds"" for the drop.

The one off charge at News America, an in-store advertising and grocery coupon business, was flagged up earlier this year. At that time, News Corp said it had agreed to pay $280m to resolve claims that News America had monopolised the market for in-store promotions at more than 50,000 retail outlets across the US.

News Corp's businesses include news and information services, book publishing, real estate services and cable network programming as well as pay-TV distribution in Australia.

In a statement released with the earnings, the media firm said: ""While we believe in the strength of our print properties, we are also investing energetically in the rapid pursuit of digital which is clearly evident in the transition at Dow Jones.

""At Dow Jones this quarter, digital accounted for more than 50% of total revenues for the first time, and digital-only subscribers at the Wall Street Journal grew to 893,000, representing nearly 45% of the base.""

Revenue at News Corp's online real estate services business which includes website realtor.com jumped 14% in the quarter to $194m.

Next quarter?

Meanwhile revenue from the book publishing business, which includes HarperCollins Publishers fell 11% to $358m.

News Corp's Chief Executive Robert Thomson said the company's third quarter performance was ""disappointing"".

However, he added, the company believes it is ""on track to see improvements in the fourth quarter, with the expansion of our digital real estate business, foreign currency comparisons hopefully beginning to ease, and cost saving initiatives taking firmer root.""",high,test
18,"Sanctions inspire Kalashnikov move into fashion

Russia's largest producer of small arms is branching out into fashion as a result of Western sanctions, it's reported.

The Kalashnikov Concern - maker of the widespread AK-47 assault rifle - will launch a ""military style"" casual clothing and accessories range as part of a diversification drive after it lost access to major markets, the pro-Kremlin daily Izvestia reports. It's planning to open 60 stores across Russia by the end of the year.

Kalashnikov's marketing director, Vladimir Dmitriyev, says that before sanctions were imposed, up to 70% of its hunting and sporting weapons were sold in Europe and the US. Now, he says, they're focusing more on what domestic consumers want.

Marketing consultant Nikolai Grigoryev thinks the fashion line could work by tapping into the ""rapid growth of patriotism in Russia related to the theme of war"". But he tells pro-Kremlin Life TV that it would still only constitute a small fraction of the company's total turnover.

Most web users commenting on the news are rather sceptical though, with one writing: ""Let's shut down production of weapons as it's unprofitable to maintain highly qualified specialists, and switch to making lace underwear under a well-known brand!"" Another user jokingly asks ""what calibre"" the clothes will be and ""will they be fitted with an under-barrel grenade-launcher?""

The US and European Union imposed sanctions against Russia in 2014 in response to Moscow's annexation of Crimea, and has extended them repeatedly over Russian involvement in the ongoing conflict in eastern Ukraine.",high,test
19,"""I feel sick, give me the bucket"": What 25 hours in virtual reality feels like

A Los Angeles writer set a world record after spending 25 hours playing a single game in virtual reality.

Derek Westerman, 32, took on the challenge after trying virtual reality for the first time earlier this year. Westerman was left wondering how long anyone could last in an experience that he considered intense and overwhelming.

When Westerman found out there was no world record for time spent in a virtual reality headset, Westerman pitched the stunt to Super Deluxe, a maker of comedic YouTube videos.

For the challenge Westerman spent the 25 hours making three-dimensional artwork in a game called Tilt Brush. Each hour Westerman would start a new painting, and shift between standing, sitting down or lying on the floor.

During the ordeal a support staff fed Westerman a few pieces of pizza and a Chipotle chicken burrito. The Guinness Book of World Records required two observers to keep a minute-by-minute journal of Westerman's actions. He was not allowed to sleep or stop playing the game. Bathroom trips were replaced by a red bucket.

Westerman thought about quitting as he grew fatigued by the marathon session. To conserve energy he would paint extremely slowly. At one point he vomited into the red bucket.

Westerman, who ultimately said it was a great experience, hasn't worn a virtual reality headset since setting the world record a month ago. For 24 hours after the experience Westerman said that everything looked uncanny. Spending a day in virtual reality changed how his brain registered space. Objects in the distance looked odd, as if they weren't real.

HTC, the maker of the headset Westerman wore, recommends virtual reality users take periodic breaks. An HTC spokesman said the company has no official comment on how long one can wear a Vive headset. Google, maker of the game Westerman played, declined to comment on whether it had any recommendations for how long some should play the game.

Westerman was relieved the side effects faded in a day.

Human senses are capable of adapting well to new and different circumstances, according to University of Maryland professor Amitabh Varshney, who leads its virtual reality research efforts. Varshney recalled an experiment in which an Australian professor outfitted his assistant with glasses that inverted his vision, turning the world upside down. While initially confused, before long he was able to perform everyday tasks such as ride a bicycle.

According to Varshney, Westerman's experience highlights the progress in virtual reality headsets and games, which is making some users actually consider spending extended periods of time in the headsets.

""If you tried virtual reality a few years ago your experience would be dramatically different than today,"" said Eric Romo, the chief executive of AltSpace, which creates virtual reality software. ""The inability of people to stay in virtual reality for a long period of time is not as real a problem as people think.""

Romo credits the change to the recent release of new headsets, including the HTC Vive and Oculus Rift, plus better virtual reality games and experiences.

Earlier this year a German man spent 48 hours in a virtual reality headset playing games. At one point he complained of a rapid heartbeat, which he later concluded was a panic attack. But after the experience he was in good spirits.

Westerman's need to puke in a bucket is also a reminder that the health impacts of the new technology have not been well-studied, according to Varshney, leaving users largely on their own to make sure they don't overdo it.

Before his own challenge Westerman had concerns about whether he would do any serious damage to his health. He said a brief Google search led him to a few concerning message board posts warning of trouble focusing one's eyes after long periods of virtual reality. Ultimately, he said, a nihilist worldview lead him to push forward. Given his enjoyment of extremely long movies, Westerman figured he could make it through.

Westerman expects his record to be broken shortly and would recommend the experience to an interested person. But he won't be attempting another marathon session. He compared the decision to having watched a favorite movie for the first time and not wanting to re-watch it for fear of ruining the positive memory.

""I maxed out what I wanted,"" Westerman said.""I'm just not chasing that dragon anymore.""",high,test
20,"Lawyer's Arrest in Egypt Signals Determination to Quell Criticism

A prominent human rights lawyer was arrested here on Thursday, joining more than 1,200 people detained after protests against the transfer of two Red Sea islands to Saudi Arabia.

The lawyer, Malek Adly, was arrested on a raft of charges that included plotting to overthrow the state and spreading false news, his lawyer said. He is being held in pretrial detention for an initial period of 15 days, but under Egyptian law it could stretch to several years.

His arrest signaled how President Abdel Fattah el-Sisi, evidently rattled by public opposition to the transfer of the two islands, Tiran and Sanafir, is determined to quell growing criticism from lawyers, journalists and activists.

Mr. Sisi, who only a year ago seemed unchallengeable, is grappling with a steep economic downturn and unusually vocal criticism. Demonstrations in the center of Cairo and other cities on April 15, though small by Egyptian standards, were the largest since 2013 when Mr. Sisi introduced a tough new law effectively outlawing public protest.

Mr. Sisi has blamed unspecified hostile forces for his woes, and in speeches he has urged Egyptians to give him their unwavering support. ""The more you succeed, the more the forces of evil will look for new wiles and more schemes,"" he told farmers at a wheat harvest event this week.

At the same time, security officials have undergirded his authority with mass arrests. The Front for the Defense of Egypt's Protesters, a network of lawyers and civil society groups, said the security forces arrested 1,277 people after the April 15 protest and a second, smaller protest on April 27.

Hundreds were quickly released but at least 577 of them have been formally charged, said Ragia Omran, a lawyer with the protesters' group. ""After the protest law, a lot of people stepped away from the political scene,"" she said. ""This recent incident has given them a spark to go back to the protest movement.""

The government is also under fire from journalists after the police stormed the headquarters of the country's only press union on Sunday and arrested two reporters. Days later, the arrests turned to embarrassment for the government when the Interior Ministry accidentally released its guidelines for combating negative publicity over the episode.

As the furor over the arrests mounted during the week, the union called for the resignation of the interior minister, Maj. Gen. Magdi Abdel-Ghaffar, and ordered newspapers to refrain from publishing his name. It has also called on newspapers to publish partially blacked-out front pages as a protest on Sunday.",high,test
